forestfireid,countryid,elementid,itemid,fireyear,burntarea
56151,858,7246,6792,2004,0
56152,858,7246,6792,2005,0
56153,858,7246,6792,2006,0
56154,858,7246,6792,2007,0
56155,858,7246,6792,2008,0
56156,858,7246,6792,2009,0
56157,858,7246,6792,2010,0
56158,858,7246,6792,2011,0
56159,858,7246,6792,2012,0
56160,858,7246,6792,2013,0
56161,858,7246,6792,2014,0
56162,858,7246,6792,2015,0
56163,858,7246,6792,2016,0
56164,858,7246,6792,2017,0
56165,858,7246,6792,2018,0
56166,858,7246,6792,2019,0
56167,858,7246,6792,2020,0
56168,858,7246,6792,2021,0
56169,858,7246,6760,1990,9075.8008
56170,858,7246,6760,1991,9075.8008
56171,858,7246,6760,1992,9075.8008
56172,858,7246,6760,1993,9075.8008
56173,858,7246,6760,1994,9075.8008
56174,858,7246,6760,1995,9075.8008
56175,858,7246,6760,1996,354.8299
56176,858,7246,6760,1997,492.3442
56177,858,7246,6760,1998,1357.7071
56178,858,7246,6760,1999,746.3034
56179,858,7246,6760,2000,1022.5852
56180,858,7246,6760,2001,2660.4537
56181,858,7246,6760,2002,11026.0097
56182,858,7246,6760,2003,12335.8478
56183,858,7246,6760,2004,23727.8773
56184,858,7246,6760,2005,25598.1575
56185,858,7246,6760,2006,11886.2658
56186,858,7246,6760,2007,9933.7691
56187,858,7246,6760,2008,19975.73
56188,858,7246,6760,2009,15020.6892
56189,858,7246,6760,2010,10362.897
56190,858,7246,6760,2011,9032.6826
56191,858,7246,6760,2012,10812.5175
56192,858,7246,6760,2013,5686.1225
56193,858,7246,6760,2014,2574.7253
56194,858,7246,6760,2015,10835.5775
56195,858,7246,6760,2016,6049.8831
56196,858,7246,6760,2017,4784.6478
56197,858,7246,6760,2018,6908.3023
56198,858,7246,6760,2019,8754.425
56199,858,7246,6760,2020,14933.4462
56200,858,7246,6760,2021,9097.0232
56201,858,7246,6789,1990,318.1272
56202,858,7246,6789,1991,318.1272
56203,858,7246,6789,1992,318.1272
56204,858,7246,6789,1993,318.1272
56205,858,7246,6789,1994,318.1272
56206,858,7246,6789,1995,318.1272
56207,858,7246,6789,1996,1333.6128
56208,858,7246,6789,1997,1259.5811
56209,858,7246,6789,1998,1420.1103
56210,858,7246,6789,1999,1413.86
56211,858,7246,6789,2000,891.9413
56212,858,7246,6789,2001,0
56213,858,7246,6789,2002,193.0448
56214,858,7246,6789,2003,21.445
56215,858,7246,6789,2004,214.5163
56216,858,7246,6789,2005,42.9105
56217,858,7246,6789,2006,85.8225
56218,858,7246,6789,2007,42.9267
56219,858,7246,6789,2008,579.2499
56220,858,7246,6789,2009,64.351
56221,858,7246,6789,2010,21.4527
56222,858,7246,6789,2011,21.4498
56223,858,7246,6789,2012,42.9035
56224,858,7246,6789,2013,0
56225,858,7246,6789,2014,0
56226,858,7246,6789,2015,42.8986
56227,858,7246,6789,2016,21.4488
56228,858,7246,6789,2017,21.4481
56229,858,7246,6789,2018,0
56230,858,7246,6789,2019,42.9079
56231,858,7246,6789,2020,42.9052
56232,858,7246,6789,2021,450.5214
56233,858,7246,6993,1990,0
56234,858,7246,6993,1991,0
56235,858,7246,6993,1992,0
56236,858,7246,6993,1993,0
56237,858,7246,6993,1994,0
56238,858,7246,6993,1995,0
56239,858,7246,6993,1996,0
56240,858,7246,6993,1997,0
56241,858,7246,6993,1998,0
56242,858,7246,6993,1999,0
56243,858,7246,6993,2000,0
56244,858,7246,6993,2001,0
56245,858,7246,6993,2002,0
56246,858,7246,6993,2003,0
56247,858,7246,6993,2004,0
56248,858,7246,6993,2005,0
56249,858,7246,6993,2006,0
56250,858,7246,6993,2007,0
56251,858,7246,6993,2008,0
56252,858,7246,6993,2009,0
56253,858,7246,6993,2010,0
56254,858,7246,6993,2011,0
56255,858,7246,6993,2012,0
56256,858,7246,6993,2013,0
56257,858,7246,6993,2014,0
56258,858,7246,6993,2015,0
56259,858,7246,6993,2016,0
56260,858,7246,6993,2017,0
56261,858,7246,6993,2018,0
56262,858,7246,6993,2019,0
56263,858,7246,6993,2020,0
56264,858,7246,6993,2021,0
56265,810,7246,6796,1990,0
56266,810,7246,6796,1991,0
56267,810,7246,6797,1990,1164264.516
56268,810,7246,6797,1991,1164264.516
56269,810,7246,6791,1990,23567.1474
56270,810,7246,6791,1991,23567.1474
56271,810,7246,6794,1990,9962407.183
56272,810,7246,6794,1991,9962407.183
56273,810,7246,6792,1990,668811.8152
56274,810,7246,6792,1991,668811.8152
56275,810,7246,6760,1990,2981133.175
56276,810,7246,6760,1991,2981133.175
56277,810,7246,6789,1990,2046246.542
56278,810,7246,6789,1991,2046246.542
56279,810,7246,6993,1990,0
56280,810,7246,6993,1991,0
56281,860,7246,6796,1992,0
56282,860,7246,6796,1993,0
56283,860,7246,6796,1994,0
56284,860,7246,6796,1995,0
56285,860,7246,6796,1996,0
56286,860,7246,6796,1997,0
56287,860,7246,6796,1998,0
56288,860,7246,6796,1999,0
56289,860,7246,6796,2000,0
56290,860,7246,6796,2001,0
56291,860,7246,6796,2002,0
56292,860,7246,6796,2003,0
56293,860,7246,6796,2004,0
56294,860,7246,6796,2005,0
56295,860,7246,6796,2006,0
56296,860,7246,6796,2007,0
56297,860,7246,6796,2008,0
56298,860,7246,6796,2009,0
56299,860,7246,6796,2010,0
56300,860,7246,6796,2011,0
56301,860,7246,6796,2012,0
56302,860,7246,6796,2013,0
56303,860,7246,6796,2014,0
56304,860,7246,6796,2015,0
56305,860,7246,6796,2016,0
56306,860,7246,6796,2017,0
56307,860,7246,6796,2018,0
56308,860,7246,6796,2019,0
56309,860,7246,6796,2020,0
56310,860,7246,6796,2021,0
56311,860,7246,6797,1992,2975.3467
56312,860,7246,6797,1993,2975.3467
56313,860,7246,6797,1994,2975.3467
56314,860,7246,6797,1995,2975.3467
56315,860,7246,6797,1996,4850.1306
56316,860,7246,6797,1997,4358.1055
56317,860,7246,6797,1998,4384.7395
56318,860,7246,6797,1999,4111.484
56319,860,7246,6797,2000,6098.3142
56320,860,7246,6797,2001,0
56321,860,7246,6797,2002,0
56322,860,7246,6797,2003,0
56323,860,7246,6797,2004,0
56324,860,7246,6797,2005,0
56325,860,7246,6797,2006,0
56326,860,7246,6797,2007,0
56327,860,7246,6797,2008,0
56328,860,7246,6797,2009,0
56329,860,7246,6797,2010,0
56330,860,7246,6797,2011,0
56331,860,7246,6797,2012,0
56332,860,7246,6797,2013,0
56333,860,7246,6797,2014,0
56334,860,7246,6797,2015,0
56335,860,7246,6797,2016,0
56336,860,7246,6797,2017,0
56337,860,7246,6797,2018,0
56338,860,7246,6797,2019,0
56339,860,7246,6797,2020,0
56340,860,7246,6797,2021,0
56341,860,7246,6791,1992,855.3567
56342,860,7246,6791,1993,855.3567
56343,860,7246,6791,1994,855.3567
56344,860,7246,6791,1995,855.3567
56345,860,7246,6791,1996,914.5793
56346,860,7246,6791,1997,660.555
56347,860,7246,6791,1998,747.7755
56348,860,7246,6791,1999,800.5371
56349,860,7246,6791,2000,1153.3364
56350,860,7246,6791,2001,0
56351,860,7246,6791,2002,0
56352,860,7246,6791,2003,0
56353,860,7246,6791,2004,0
56354,860,7246,6791,2005,0
56355,860,7246,6791,2006,0
56356,860,7246,6791,2007,0
56357,860,7246,6791,2008,0
56358,860,7246,6791,2009,0
56359,860,7246,6791,2010,0
56360,860,7246,6791,2011,0
56361,860,7246,6791,2012,0
56362,860,7246,6791,2013,0
56363,860,7246,6791,2014,0
56364,860,7246,6791,2015,0
56365,860,7246,6791,2016,0
56366,860,7246,6791,2017,0
56367,860,7246,6791,2018,0
56368,860,7246,6791,2019,0
56369,860,7246,6791,2020,0
56370,860,7246,6791,2021,0
56371,860,7246,6794,1992,34298.2469
56372,860,7246,6794,1993,34298.2469
56373,860,7246,6794,1994,34298.2469
56374,860,7246,6794,1995,34298.2469
56375,860,7246,6794,1996,6937.4497
56376,860,7246,6794,1997,4966.0857
56377,860,7246,6794,1998,4334.871
56378,860,7246,6794,1999,4175.9305
56379,860,7246,6794,2000,5403.7912
56380,860,7246,6794,2001,84086.9207
56381,860,7246,6794,2002,25134.607
56382,860,7246,6794,2003,30798.0018
56383,860,7246,6794,2004,48982.2753
56384,860,7246,6794,2005,45902.843
56385,860,7246,6794,2006,34812.3222
56386,860,7246,6794,2007,28854.8922
56387,860,7246,6794,2008,37735.711
56388,860,7246,6794,2009,50346.6418
56389,860,7246,6794,2010,3459.6607
56390,860,7246,6794,2011,29888.6189
56391,860,7246,6794,2012,61465.6126
56392,860,7246,6794,2013,37501.4779
56393,860,7246,6794,2014,65112.3058
56394,860,7246,6794,2015,35984.2449
56395,860,7246,6794,2016,22425.4028
56396,860,7246,6794,2017,27523.3753
56397,860,7246,6794,2018,49370.4266
56398,860,7246,6794,2019,50839.4355
56399,860,7246,6794,2020,29159.3658
56400,860,7246,6794,2021,66552.1487
56401,860,7246,6792,1992,1051.3348
56402,860,7246,6792,1993,1051.3348
56403,860,7246,6792,1994,1051.3348
56404,860,7246,6792,1995,1051.3348
56405,860,7246,6792,1996,4105.9653
56406,860,7246,6792,1997,3731.9465
56407,860,7246,6792,1998,4896.4366
56408,860,7246,6792,1999,3606.9835
56409,860,7246,6792,2000,4204.8099
56410,860,7246,6792,2001,128.9119
56411,860,7246,6792,2002,85.9294
56412,860,7246,6792,2003,1460.8763
56413,860,7246,6792,2004,1009.9055
56414,860,7246,6792,2005,386.747
56415,860,7246,6792,2006,386.7426
56416,860,7246,6792,2007,0
56417,860,7246,6792,2008,279.2705
56418,860,7246,6792,2009,64.446
56419,860,7246,6792,2010,0
56420,860,7246,6792,2011,0
56421,860,7246,6792,2012,0
56422,860,7246,6792,2013,322.1817
56423,860,7246,6792,2014,1138.7097
56424,860,7246,6792,2015,279.2088
56425,860,7246,6792,2016,0
56426,860,7246,6792,2017,708.6858
56427,860,7246,6792,2018,0
56428,860,7246,6792,2019,0
56429,860,7246,6792,2020,85.9533
56430,860,7246,6792,2021,450.9941
56431,860,7246,6760,1992,32.5926
56432,860,7246,6760,1993,32.5926
56433,860,7246,6760,1994,32.5926
56434,860,7246,6760,1995,32.5926
56435,860,7246,6760,1996,98.4313
56436,860,7246,6760,1997,81.7135
56437,860,7246,6760,1998,162.9987
56438,860,7246,6760,1999,81.1047
56439,860,7246,6760,2000,57.8637
56440,860,7246,6760,2001,0
56441,860,7246,6760,2002,0
56442,860,7246,6760,2003,0
56443,860,7246,6760,2004,0
56444,860,7246,6760,2005,0
56445,860,7246,6760,2006,0
56446,860,7246,6760,2007,0
56447,860,7246,6760,2008,0
56448,860,7246,6760,2009,0
56449,860,7246,6760,2010,0
56450,860,7246,6760,2011,0
56451,860,7246,6760,2012,0
56452,860,7246,6760,2013,322.298
56453,860,7246,6760,2014,21.4912
56454,860,7246,6760,2015,0
56455,860,7246,6760,2016,0
56456,860,7246,6760,2017,0
56457,860,7246,6760,2018,21.5057
56458,860,7246,6760,2019,0
56459,860,7246,6760,2020,0
56460,860,7246,6760,2021,0
56461,860,7246,6789,1992,9068.7059
56462,860,7246,6789,1993,9068.7059
56463,860,7246,6789,1994,9068.7059
56464,860,7246,6789,1995,9068.7059
56465,860,7246,6789,1996,9225.6348
56466,860,7246,6789,1997,8446.4425
56467,860,7246,6789,1998,8557.8372
56468,860,7246,6789,1999,7749.7374
56469,860,7246,6789,2000,11363.8777
56470,860,7246,6789,2001,0
56471,860,7246,6789,2002,0
56472,860,7246,6789,2003,0
56473,860,7246,6789,2004,0
56474,860,7246,6789,2005,0
56475,860,7246,6789,2006,0
56476,860,7246,6789,2007,0
56477,860,7246,6789,2008,0
56478,860,7246,6789,2009,0
56479,860,7246,6789,2010,0
56480,860,7246,6789,2011,0
56481,860,7246,6789,2012,0
56482,860,7246,6789,2013,0
56483,860,7246,6789,2014,0
56484,860,7246,6789,2015,0
56485,860,7246,6789,2016,0
56486,860,7246,6789,2017,0
56487,860,7246,6789,2018,0
56488,860,7246,6789,2019,0
56489,860,7246,6789,2020,0
56490,860,7246,6789,2021,0
56491,860,7246,6993,1992,0
56492,860,7246,6993,1993,0
56493,860,7246,6993,1994,0
56494,860,7246,6993,1995,0
56495,860,7246,6993,1996,0
56496,860,7246,6993,1997,0
56497,860,7246,6993,1998,0
56498,860,7246,6993,1999,0
56499,860,7246,6993,2000,0
56500,860,7246,6993,2001,0
56501,860,7246,6993,2002,0
56502,860,7246,6993,2003,0
56503,860,7246,6993,2004,0
56504,860,7246,6993,2005,0
56505,860,7246,6993,2006,0
56506,860,7246,6993,2007,0
56507,860,7246,6993,2008,0
56508,860,7246,6993,2009,0
56509,860,7246,6993,2010,0
56510,860,7246,6993,2011,0
56511,860,7246,6993,2012,0
56512,860,7246,6993,2013,0
56513,860,7246,6993,2014,0
56514,860,7246,6993,2015,0
56515,860,7246,6993,2016,0
56516,860,7246,6993,2017,0
56517,860,7246,6993,2018,0
56518,860,7246,6993,2019,0
56519,860,7246,6993,2020,0
56520,860,7246,6993,2021,0
56521,548,7246,6796,1990,108.7505
56522,548,7246,6796,1991,108.7505
56523,548,7246,6796,1992,108.7505
56524,548,7246,6796,1993,108.7505
56525,548,7246,6796,1994,108.7505
56526,548,7246,6796,1995,108.7505
56527,548,7246,6796,1996,5.4375
56528,548,7246,6796,1997,50.0879
56529,548,7246,6796,1998,5.2175
56530,548,7246,6796,1999,7.1477
56531,548,7246,6796,2000,0
56532,548,7246,6796,2001,0
56533,548,7246,6796,2002,0
56534,548,7246,6796,2003,85.5692
56535,548,7246,6796,2004,0
56536,548,7246,6796,2005,534.8088
56537,548,7246,6796,2006,0
56538,548,7246,6796,2007,0
56539,548,7246,6796,2008,0
56540,548,7246,6796,2009,0
56541,548,7246,6796,2010,0
56542,548,7246,6796,2011,0
56543,548,7246,6796,2012,0
56544,548,7246,6796,2013,0
56545,548,7246,6796,2014,21.3899
56546,548,7246,6796,2015,791.6608
56547,548,7246,6796,2016,0
56548,548,7246,6796,2017,1326.193
56549,548,7246,6796,2018,0
56550,548,7246,6796,2019,0
56551,548,7246,6796,2020,0
56552,548,7246,6796,2021,0
56553,548,7246,6797,1990,0
56554,548,7246,6797,1991,0
56555,548,7246,6797,1992,0
56556,548,7246,6797,1993,0
56557,548,7246,6797,1994,0
56558,548,7246,6797,1995,0
56559,548,7246,6797,1996,0
56560,548,7246,6797,1997,0
56561,548,7246,6797,1998,0
56562,548,7246,6797,1999,0
56563,548,7246,6797,2000,0
56564,548,7246,6797,2001,0
56565,548,7246,6797,2002,0
56566,548,7246,6797,2003,0
56567,548,7246,6797,2004,0
56568,548,7246,6797,2005,0
56569,548,7246,6797,2006,0
56570,548,7246,6797,2007,0
56571,548,7246,6797,2008,0
56572,548,7246,6797,2009,0
56573,548,7246,6797,2010,0
56574,548,7246,6797,2011,0
56575,548,7246,6797,2012,0
56576,548,7246,6797,2013,0
56577,548,7246,6797,2014,0
56578,548,7246,6797,2015,0
56579,548,7246,6797,2016,0
56580,548,7246,6797,2017,0
56581,548,7246,6797,2018,0
56582,548,7246,6797,2019,0
56583,548,7246,6797,2020,0
56584,548,7246,6797,2021,0
56585,548,7246,6791,1990,0
56586,548,7246,6791,1991,0
56587,548,7246,6791,1992,0
56588,548,7246,6791,1993,0
56589,548,7246,6791,1994,0
56590,548,7246,6791,1995,0
56591,548,7246,6791,1996,0
56592,548,7246,6791,1997,0
56593,548,7246,6791,1998,0
56594,548,7246,6791,1999,0
56595,548,7246,6791,2000,0
56596,548,7246,6791,2001,0
56597,548,7246,6791,2002,0
56598,548,7246,6791,2003,0
56599,548,7246,6791,2004,0
56600,548,7246,6791,2005,0
56601,548,7246,6791,2006,0
56602,548,7246,6791,2007,0
56603,548,7246,6791,2008,0
56604,548,7246,6791,2009,0
56605,548,7246,6791,2010,0
56606,548,7246,6791,2011,0
56607,548,7246,6791,2012,0
56608,548,7246,6791,2013,0
56609,548,7246,6791,2014,0
56610,548,7246,6791,2015,0
56611,548,7246,6791,2016,0
56612,548,7246,6791,2017,0
56613,548,7246,6791,2018,0
56614,548,7246,6791,2019,0
56615,548,7246,6791,2020,0
56616,548,7246,6791,2021,0
56617,548,7246,6794,1990,15.6325
56618,548,7246,6794,1991,15.6325
56619,548,7246,6794,1992,15.6325
56620,548,7246,6794,1993,15.6325
56621,548,7246,6794,1994,15.6325
56622,548,7246,6794,1995,15.6325
56623,548,7246,6794,1996,0
56624,548,7246,6794,1997,0
56625,548,7246,6794,1998,0
56626,548,7246,6794,1999,0
56627,548,7246,6794,2000,0
56628,548,7246,6794,2001,0
56629,548,7246,6794,2002,0
56630,548,7246,6794,2003,192.5303
56631,548,7246,6794,2004,0
56632,548,7246,6794,2005,0
56633,548,7246,6794,2006,0
56634,548,7246,6794,2007,0
56635,548,7246,6794,2008,0
56636,548,7246,6794,2009,0
56637,548,7246,6794,2010,0
56638,548,7246,6794,2011,0
56639,548,7246,6794,2012,0
56640,548,7246,6794,2013,0
56641,548,7246,6794,2014,0
56642,548,7246,6794,2015,0
56643,548,7246,6794,2016,0
56644,548,7246,6794,2017,213.914
56645,548,7246,6794,2018,0
56646,548,7246,6794,2019,0
56647,548,7246,6794,2020,0
56648,548,7246,6794,2021,0
56649,548,7246,6792,1990,0
56650,548,7246,6792,1991,0
56651,548,7246,6792,1992,0
56652,548,7246,6792,1993,0
56653,548,7246,6792,1994,0
56654,548,7246,6792,1995,0
56655,548,7246,6792,1996,0
56656,548,7246,6792,1997,0
56657,548,7246,6792,1998,0
56658,548,7246,6792,1999,0
56659,548,7246,6792,2000,0
56660,548,7246,6792,2001,0
56661,548,7246,6792,2002,0
56662,548,7246,6792,2003,0
56663,548,7246,6792,2004,0
56664,548,7246,6792,2005,0
56665,548,7246,6792,2006,0
56666,548,7246,6792,2007,0
56667,548,7246,6792,2008,0
56668,548,7246,6792,2009,0
56669,548,7246,6792,2010,0
56670,548,7246,6792,2011,0
56671,548,7246,6792,2012,0
56672,548,7246,6792,2013,0
56673,548,7246,6792,2014,0
56674,548,7246,6792,2015,0
56675,548,7246,6792,2016,0
56676,548,7246,6792,2017,0
56677,548,7246,6792,2018,0
56678,548,7246,6792,2019,0
56679,548,7246,6792,2020,0
56680,548,7246,6792,2021,0
56681,548,7246,6760,1990,1.6456
56682,548,7246,6760,1991,1.6456
56683,548,7246,6760,1992,1.6456
56684,548,7246,6760,1993,1.6456
56685,548,7246,6760,1994,1.6456
56686,548,7246,6760,1995,1.6456
56687,548,7246,6760,1996,0
56688,548,7246,6760,1997,0
56689,548,7246,6760,1998,0
56690,548,7246,6760,1999,0
56691,548,7246,6760,2000,0
56692,548,7246,6760,2001,0
56693,548,7246,6760,2002,0
56694,548,7246,6760,2003,0
56695,548,7246,6760,2004,0
56696,548,7246,6760,2005,0
56697,548,7246,6760,2006,0
56698,548,7246,6760,2007,0
56699,548,7246,6760,2008,0
56700,548,7246,6760,2009,0
56701,548,7246,6760,2010,0
56702,548,7246,6760,2011,0
56703,548,7246,6760,2012,0
56704,548,7246,6760,2013,0
56705,548,7246,6760,2014,0
56706,548,7246,6760,2015,0
56707,548,7246,6760,2016,0
56708,548,7246,6760,2017,42.7846
56709,548,7246,6760,2018,0
56710,548,7246,6760,2019,0
56711,548,7246,6760,2020,0
56712,548,7246,6760,2021,0
56713,548,7246,6789,1990,8.347
56714,548,7246,6789,1991,8.347
56715,548,7246,6789,1992,8.347
56716,548,7246,6789,1993,8.347
56717,548,7246,6789,1994,8.347
56718,548,7246,6789,1995,8.347
56719,548,7246,6789,1996,0.245
56720,548,7246,6789,1997,2.4514
56721,548,7246,6789,1998,0.245
56722,548,7246,6789,1999,0.1582
56723,548,7246,6789,2000,0
56724,548,7246,6789,2001,0
56725,548,7246,6789,2002,0
56726,548,7246,6789,2003,149.7459
56727,548,7246,6789,2004,0
56728,548,7246,6789,2005,0
56729,548,7246,6789,2006,0
56730,548,7246,6789,2007,0
56731,548,7246,6789,2008,0
56732,548,7246,6789,2009,0
56733,548,7246,6789,2010,0
56734,548,7246,6789,2011,0
56735,548,7246,6789,2012,0
56736,548,7246,6789,2013,0
56737,548,7246,6789,2014,0
56738,548,7246,6789,2015,21.3924
56739,548,7246,6789,2016,0
56740,548,7246,6789,2017,42.7846
56741,548,7246,6789,2018,0
56742,548,7246,6789,2019,0
56743,548,7246,6789,2020,0
56744,548,7246,6789,2021,0
56745,548,7246,6993,1990,0
56746,548,7246,6993,1991,0
56747,548,7246,6993,1992,0
56748,548,7246,6993,1993,0
56749,548,7246,6993,1994,0
56750,548,7246,6993,1995,0
56751,548,7246,6993,1996,0
56752,548,7246,6993,1997,0
56753,548,7246,6993,1998,0
56754,548,7246,6993,1999,0
56755,548,7246,6993,2000,0
56756,548,7246,6993,2001,0
56757,548,7246,6993,2002,0
56758,548,7246,6993,2003,0
56759,548,7246,6993,2004,0
56760,548,7246,6993,2005,0
56761,548,7246,6993,2006,0
56762,548,7246,6993,2007,0
56763,548,7246,6993,2008,0
56764,548,7246,6993,2009,0
56765,548,7246,6993,2010,0
56766,548,7246,6993,2011,0
56767,548,7246,6993,2012,0
56768,548,7246,6993,2013,0
56769,548,7246,6993,2014,0
56770,548,7246,6993,2015,0
56771,548,7246,6993,2016,0
56772,548,7246,6993,2017,0
56773,548,7246,6993,2018,0
56774,548,7246,6993,2019,0
56775,548,7246,6993,2020,0
56776,548,7246,6993,2021,0
56777,862,7246,6796,1990,57677.2491
56778,862,7246,6796,1991,57677.2491
56779,862,7246,6796,1992,57677.2491
56780,862,7246,6796,1993,57677.2491
56781,862,7246,6796,1994,57677.2491
56782,862,7246,6796,1995,57677.2491
56783,862,7246,6796,1996,49599.0806
56784,862,7246,6796,1997,66887.3034
56785,862,7246,6796,1998,207747.7827
56786,862,7246,6796,1999,76731.1147
56787,862,7246,6796,2000,107444.3278
56788,862,7246,6796,2001,68083.885
56789,862,7246,6796,2002,8315.1432
56790,862,7246,6796,2003,189751.4125
56791,862,7246,6796,2004,16885.6218
56792,862,7246,6796,2005,37793.3432
56793,862,7246,6796,2006,19430.699
56794,862,7246,6796,2007,57776.7965
56795,862,7246,6796,2008,17485.5289
56796,862,7246,6796,2009,10816.4152
56797,862,7246,6796,2010,138620.7629
56798,862,7246,6796,2011,5450.2241
56799,862,7246,6796,2012,5215.3812
56800,862,7246,6796,2013,37278.9626
56801,862,7246,6796,2014,20542.0302
56802,862,7246,6796,2015,32063.788
56803,862,7246,6796,2016,88027.7661
56804,862,7246,6796,2017,10944.6463
56805,862,7246,6796,2018,24902.4974
56806,862,7246,6796,2019,101449.5562
56807,862,7246,6796,2020,92433.8753
56808,862,7246,6796,2021,7930.5326
56809,862,7246,6797,1990,18592.9864
56810,862,7246,6797,1991,18592.9864
56811,862,7246,6797,1992,18592.9864
56812,862,7246,6797,1993,18592.9864
56813,862,7246,6797,1994,18592.9864
56814,862,7246,6797,1995,18592.9864
56815,862,7246,6797,1996,18331.4794
56816,862,7246,6797,1997,22036.7737
56817,862,7246,6797,1998,34652.9857
56818,862,7246,6797,1999,17261.0308
56819,862,7246,6797,2000,29081.2882
56820,862,7246,6797,2001,19260.0884
56821,862,7246,6797,2002,4872.9225
56822,862,7246,6797,2003,64581.6184
56823,862,7246,6797,2004,5471.7783
56824,862,7246,6797,2005,10260.1755
56825,862,7246,6797,2006,8635.1276
56826,862,7246,6797,2007,19472.6142
56827,862,7246,6797,2008,8529.0421
56828,862,7246,6797,2009,4061.027
56829,862,7246,6797,2010,30780.5872
56830,862,7246,6797,2011,4894.3553
56831,862,7246,6797,2012,3697.5048
56832,862,7246,6797,2013,11949.1674
56833,862,7246,6797,2014,17636.0733
56834,862,7246,6797,2015,18169.7355
56835,862,7246,6797,2016,33049.7274
56836,862,7246,6797,2017,5750.1235
56837,862,7246,6797,2018,12975.8033
56838,862,7246,6797,2019,26828.0924
56839,862,7246,6797,2020,47544.6765
56840,862,7246,6797,2021,3633.8488
56841,862,7246,6791,1990,4162.6325
56842,862,7246,6791,1991,4162.6325
56843,862,7246,6791,1992,4162.6325
56844,862,7246,6791,1993,4162.6325
56845,862,7246,6791,1994,4162.6325
56846,862,7246,6791,1995,4162.6325
56847,862,7246,6791,1996,20264.9715
56848,862,7246,6791,1997,19947.7494
56849,862,7246,6791,1998,24383.6039
56850,862,7246,6791,1999,17753.6208
56851,862,7246,6791,2000,22736.2066
56852,862,7246,6791,2001,0
56853,862,7246,6791,2002,0
56854,862,7246,6791,2003,192.382
56855,862,7246,6791,2004,0
56856,862,7246,6791,2005,320.6469
56857,862,7246,6791,2006,85.4967
56858,862,7246,6791,2007,149.6336
56859,862,7246,6791,2008,21.3766
56860,862,7246,6791,2009,21.377
56861,862,7246,6791,2010,21.3742
56862,862,7246,6791,2011,0
56863,862,7246,6791,2012,21.3766
56864,862,7246,6791,2013,21.3725
56865,862,7246,6791,2014,64.1298
56866,862,7246,6791,2015,21.3742
56867,862,7246,6791,2016,470.2846
56868,862,7246,6791,2017,0
56869,862,7246,6791,2018,85.4957
56870,862,7246,6791,2019,1581.8425
56871,862,7246,6791,2020,64.1304
56872,862,7246,6791,2021,0
56873,862,7246,6794,1990,1176518.407
56874,862,7246,6794,1991,1176518.407
56875,862,7246,6794,1992,1176518.407
56876,862,7246,6794,1993,1176518.407
56877,862,7246,6794,1994,1176518.407
56878,862,7246,6794,1995,1176518.407
56879,862,7246,6794,1996,532058.7422
56880,862,7246,6794,1997,430789.2192
56881,862,7246,6794,1998,474172.7285
56882,862,7246,6794,1999,304831.0028
56883,862,7246,6794,2000,397572.6619
56884,862,7246,6794,2001,922247.2424
56885,862,7246,6794,2002,845874.0348
56886,862,7246,6794,2003,1262004.445
56887,862,7246,6794,2004,1339147.687
56888,862,7246,6794,2005,1524101.173
56889,862,7246,6794,2006,1431266.249
56890,862,7246,6794,2007,1521737.801
56891,862,7246,6794,2008,1305633.807
56892,862,7246,6794,2009,1581741.795
56893,862,7246,6794,2010,1118421.742
56894,862,7246,6794,2011,950560.406
56895,862,7246,6794,2012,989921.8974
56896,862,7246,6794,2013,1384984.995
56897,862,7246,6794,2014,1444889.162
56898,862,7246,6794,2015,1385275.25
56899,862,7246,6794,2016,1309410.653
56900,862,7246,6794,2017,1305229.55
56901,862,7246,6794,2018,1502553.481
56902,862,7246,6794,2019,1787064.519
56903,862,7246,6794,2020,2227545.104
56904,862,7246,6794,2021,1310443.231
56905,862,7246,6792,1990,14160.39
56906,862,7246,6792,1991,14160.39
56907,862,7246,6792,1992,14160.39
56908,862,7246,6792,1993,14160.39
56909,862,7246,6792,1994,14160.39
56910,862,7246,6792,1995,14160.39
56911,862,7246,6792,1996,4537.8966
56912,862,7246,6792,1997,45601.1567
56913,862,7246,6792,1998,118749.8829
56914,862,7246,6792,1999,114950.9453
56915,862,7246,6792,2000,84308.8791
56916,862,7246,6792,2001,0
56917,862,7246,6792,2002,0
56918,862,7246,6792,2003,0
56919,862,7246,6792,2004,0
56920,862,7246,6792,2005,0
56921,862,7246,6792,2006,0
56922,862,7246,6792,2007,0
56923,862,7246,6792,2008,0
56924,862,7246,6792,2009,0
56925,862,7246,6792,2010,0
56926,862,7246,6792,2011,0
56927,862,7246,6792,2012,0
56928,862,7246,6792,2013,0
56929,862,7246,6792,2014,0
56930,862,7246,6792,2015,0
56931,862,7246,6792,2016,0
56932,862,7246,6792,2017,21.3787
56933,862,7246,6792,2018,0
56934,862,7246,6792,2019,0
56935,862,7246,6792,2020,0
56936,862,7246,6792,2021,0
56937,862,7246,6760,1990,881698.9217
56938,862,7246,6760,1991,881698.9217
56939,862,7246,6760,1992,881698.9217
56940,862,7246,6760,1993,881698.9217
56941,862,7246,6760,1994,881698.9217
56942,862,7246,6760,1995,881698.9217
56943,862,7246,6760,1996,265079.2744
56944,862,7246,6760,1997,294401.4778
56945,862,7246,6760,1998,499978.9914
